代碼,法條名稱,發布時間,包含資訊
01101,內政部警政署組織條例,中華民國71年4月9日全文修正;中華民國71年4月21日公布,立法歷程;異動條文
01101,內政部警政署組織條例,中華民國76年5月15日全文修正;中華民國76年5月27日公布,異動條文及理由;立法歷程
01101,內政部警政署組織條例,中華民國79年1月11日修正;中華民國79年1月24日公布,異動條文及理由;立法歷程
01101,內政部警政署組織條例,中華民國85年1月5日全文修正;中華民國85年1月26日公布,異動條文及理由;立法歷程
01101,內政部警政署組織條例,中華民國87年5月15日修正;中華民國87年6月3日公布,異動條文及理由;立法歷程
01101,內政部警政署組織條例,中華民國90年10月31日修正;中華民國90年11月21日公布,異動條文及理由;立法歷程
01101,內政部警政署組織條例,中華民國92年12月16日修正;中華民國93年1月7日公布,異動條文及理由;立法歷程
01101,內政部警政署組織條例,中華民國94年5月27日修正;中華民國94年6月22日公布,異動條文及理由;立法歷程
01101,內政部警政署組織條例,中華民國94年11月8日修正;中華民國94年11月30日公布,異動條文及理由;立法歷程
01101,內政部警政署組織條例,中華民國96年6月5日修正;中華民國96年7月4日公布,異動條文及理由;立法歷程
01101,內政部警政署組織條例,中華民國104年12月1日廢止;中華民國104年12月16日公布,廢止理由;立法歷程
01102,內政部營建署組織條例,中華民國70年1月9日制定;中華民國70年1月21日公布,異動條文及理由;立法歷程
01103,國家公園管理處組織通則,中華民國72年4月19日制定;中華民國72年4月27日公布,異動條文及理由;立法歷程
01103,國家公園管理處組織通則,中華民國99年5月4日廢止;中華民國99年5月19日公布,廢止理由;立法歷程
01104,行政院勞工委員會職業訓練局組織條例,中華民國70年1月9日制定;中華民國70年1月21日公布,異動條文及理由;立法歷程
01104,行政院勞工委員會職業訓練局組織條例,中華民國76年6月30日全文修正;中華民國76年7月13日公布,異動條文及理由;立法歷程
01104,行政院勞工委員會職業訓練局組織條例,中華民國88年1月14日全文修正;中華民國88年1月27日公布,異動條文及理由;立法歷程
01104,行政院勞工委員會職業訓練局組織條例,中華民國104年6月9日廢止;中華民國104年6月24日公布,廢止理由;立法歷程
01105,行政院勞工委員會職業訓練局職業訓練中心組織通則,中華民國73年12月21日制定;中華民國73年12月31日公布,異動條文及理由;立法歷程
01105,行政院勞工委員會職業訓練局職業訓練中心組織通則,中華民國78年12月14日全文修正;中華民國78年12月29日公布,異動條文及理由;立法歷程
01105,行政院勞工委員會職業訓練局職業訓練中心組織通則,中華民國83年6月21日修正;中華民國83年7月11日公布,異動條文及理由;立法歷程
01105,行政院勞工委員會職業訓練局職業訓練中心組織通則,中華民國104年6月9日廢止;中華民國104年6月24日公布,廢止理由;立法歷程
01106,省警務處組織法,中華民國18年6月8日制定;中華民國18年6月27日公布,異動條文
01106,省警務處組織法,中華民國26年10月29日全文修正;中華民國26年11月4日公布,異動條文
01106,省警務處組織法,中華民國91年5月17日廢止;中華民國91年6月5日公布,廢止理由;立法歷程
01107,省保安警察隊組織條例,中華民國36年5月15日制定;中華民國36年5月28日公布,異動條文
01107,省保安警察隊組織條例,中華民國91年5月17日廢止;中華民國91年6月5日公布,廢止理由;立法歷程
01108,中央警察大學組織條例,中華民國27年11月11日制定;中華民國27年11月16日公布,異動條文
01108,中央警察大學組織條例,中華民國35年2月28日全文修正;中華民國35年3月14日公布,異動條文
01108,中央警察大學組織條例,中華民國61年3月21日全文修正;中華民國61年4月1日公布,立法歷程;異動條文
01108,中央警察大學組織條例,中華民國65年3月12日修正;中華民國65年3月25日公布,異動條文及理由;立法歷程
01108,中央警察大學組織條例,中華民國72年11月29日全文修正;中華民國72年12月12日公布,立法歷程;異動條文
01108,中央警察大學組織條例,中華民國84年12月12日全文修正;中華民國84年12月20日公布,異動條文及理由;立法歷程
01109,各省市警察學校組織通則,中華民國74年6月14日制定;中華民國74年6月26日公布,異動條文及理由;立法歷程
01109,各省市警察學校組織通則,中華民國91年4月25日廢止;中華民國91年5月15日公布,廢止理由;立法歷程
01110,中華民國國徽國旗法,中華民國17年12月17日制定;中華民國17年12月17日公布,異動條文
01110,中華民國國徽國旗法,中華民國43年10月12日全文修正;中華民國43年10月23日公布,立法歷程;異動條文
01111,褒揚條例,中華民國20年7月4日制定;中華民國20年7月11日公布,異動條文
01111,褒揚條例,中華民國75年11月18日全文修正;中華民國75年11月28日公布,立法歷程;異動條文
01112,褒揚抗戰忠烈條例,中華民國35年2月28日制定;中華民國35年3月12日公布,異動條文
01112,褒揚抗戰忠烈條例,中華民國75年11月18日廢止;中華民國75年11月28日公布,廢止理由;立法歷程
01113,國葬法,中華民國19年9月27日制定;中華民國19年10月7日公布,異動條文
01113,國葬法,中華民國25年7月3日全文修正;中華民國25年7月13日公布,異動條文
01113,國葬法,中華民國26年4月16日全文修正;中華民國26年4月23日公布,異動條文
01113,國葬法,中華民國36年11月15日全文修正;中華民國36年12月5日公布,異動條文
01113,國葬法,中華民國37年11月9日全文修正;中華民國37年11月26日公布,異動條文
01114,公葬條例,中華民國36年11月15日制定;中華民國36年12月5日公布,異動條文
01114,公葬條例,中華民國37年11月9日全文修正;中華民國37年11月26日公布,異動條文
01114,公葬條例,中華民國46年5月28日全文修正;中華民國46年6月12日公布,立法歷程;異動條文
01114,公葬條例,中華民國89年10月24日修正;中華民國89年11月8日公布,異動條文及理由;立法歷程
01114,公葬條例,中華民國106年4月11日廢止;中華民國106年4月26日公布,廢止理由;立法歷程
01115,墳墓設置管理條例,中華民國72年11月1日制定;中華民國72年11月11日公布,異動條文及理由;立法歷程
01115,墳墓設置管理條例,中華民國91年4月25日修正;中華民國91年5月15日公布,異動條文及理由;立法歷程
01115,墳墓設置管理條例,中華民國91年6月14日廢止;中華民國91年7月17日公布,廢止理由;立法歷程
01116,監督寺廟條例,中華民國18年11月30日制定;中華民國18年12月7日公布,異動條文
01117,國家公園法,中華民國61年6月2日制定;中華民國61年6月13日公布,異動條文及理由;立法歷程
01117,國家公園法,中華民國99年11月12日修正;中華民國99年12月8日公布,異動條文及理由;立法歷程
01118,請願法,中華民國43年12月7日制定;中華民國43年12月18日公布,立法歷程;異動條文
01118,請願法,中華民國58年12月5日全文修正;中華民國58年12月18日公布,立法歷程;異動條文
01119,戶籍法,中華民國20年12月1日制定;中華民國20年12月12日公布,異動條文
01119,戶籍法,中華民國23年3月23日修正;中華民國23年3月31日公布,異動條文
01119,戶籍法,中華民國34年12月14日全文修正;中華民國35年1月3日公布,異動條文
01119,戶籍法,中華民國43年12月7日修正;中華民國43年12月18日公布,立法歷程;異動條文
01119,戶籍法,中華民國62年7月3日全文修正;中華民國62年7月17日公布,立法歷程;異動條文
01119,戶籍法,中華民國81年6月23日修正;中華民國81年6月29日公布,異動條文及理由;立法歷程
01119,戶籍法,中華民國86年4月29日全文修正;中華民國86年5月21日公布,異動條文及理由;立法歷程
01119,戶籍法,中華民國89年6月20日修正;中華民國89年7月5日公布,異動條文及理由;立法歷程
01119,戶籍法,中華民國92年12月26日修正;中華民國93年1月7日公布,異動條文及理由;立法歷程
01119,戶籍法,中華民國94年5月20日修正;中華民國94年6月15日公布,異動條文及理由;立法歷程
01119,戶籍法,中華民國96年12月14日修正;中華民國97年1月9日公布,異動條文及理由;立法歷程
01119,戶籍法,中華民國97年5月9日全文修正;中華民國97年5月28日公布,異動條文及理由;立法歷程
01119,戶籍法,中華民國100年5月6日修正;中華民國100年5月25日公布,異動條文及理由;立法歷程
01119,戶籍法,中華民國104年1月6日修正;中華民國104年1月21日公布,異動條文及理由;立法歷程
01120,戶口普查法,中華民國36年2月20日制定;中華民國36年3月12日公布,異動條文
01120,戶口普查法,中華民國37年12月31日修正;中華民國38年1月20日公布,異動條文
01120,戶口普查法,中華民國45年5月25日全文修正;中華民國45年6月7日公布,立法歷程;異動條文
01120,戶口普查法,中華民國73年11月30日修正;中華民國73年12月10日公布,異動條文及理由;立法歷程
01120,戶口普查法,中華民國88年4月20日廢止;中華民國88年5月5日公布,廢止理由;立法歷程
