代碼,法條名稱,發布時間,包含資訊
01841,戒治處分執行條例,中華民國96年3月2日修正;中華民國96年3月21日公布,異動條文及理由;立法歷程
01842,觀察勒戒處分執行條例,中華民國87年4月28日制定;中華民國87年5月20日公布,異動條文及理由;立法歷程
01842,觀察勒戒處分執行條例,中華民國99年5月4日修正;中華民國99年5月26日公布,異動條文及理由;立法歷程
01842,觀察勒戒處分執行條例,中華民國107年5月29日修正;中華民國107年6月13日公布,異動條文及理由;立法歷程
01843,法務部戒治所組織通則,中華民國87年4月28日制定;中華民國87年5月20日公布,異動條文及理由;立法歷程
01843,法務部戒治所組織通則,中華民國105年5月3日廢止;中華民國105年5月18日公布,廢止理由;立法歷程
01848,法務部行政執行署組織條例,中華民國88年1月14日制定;中華民國88年2月3日公布,異動條文及理由;立法歷程
01848,法務部行政執行署組織條例,中華民國102年5月14日廢止;中華民國102年5月29日公布,廢止理由;立法歷程
01849,行政執行處組織通則,中華民國88年1月14日制定;中華民國88年2月3日公布,異動條文及理由;立法歷程
01849,行政執行處組織通則,中華民國102年5月14日廢止;中華民國102年5月29日公布,廢止理由;立法歷程
01853,政黨及其附隨組織不當取得財產處理條例,中華民國105年7月25日制定;中華民國105年8月10日公布,異動條文及理由;立法歷程
01854,行政罰法,中華民國94年1月14日制定;中華民國94年2月5日公布,異動條文及理由;立法歷程
01854,行政罰法,中華民國100年11月8日修正;中華民國100年11月23日公布,異動條文及理由;立法歷程
01858,財團法人法,中華民國107年6月27日制定;中華民國107年8月1日公布,異動條文及理由;立法歷程
01864,公民與政治權利國際公約及經濟社會文化權利國際公約施行法,中華民國98年3月31日制定;中華民國98年4月22日公布,異動條文及理由;立法歷程
01865,聯合國反貪腐公約施行法,中華民國104年5月5日制定;中華民國104年5月20日公布,異動條文及理由;立法歷程
01871,法務部矯正署組織法,中華民國99年8月19日制定;中華民國99年9月1日公布,異動條文及理由;立法歷程
01872,法務部司法官學院組織法,中華民國102年4月30日制定;中華民國102年5月22日公布,異動條文及理由;立法歷程
01875,跨國移交受刑人法,中華民國102年1月4日制定;中華民國102年1月23日公布,異動條文及理由;立法歷程
01876,法務部行政執行署組織法,中華民國100年6月14日制定;中華民國100年6月29日公布,異動條文及理由;立法歷程
01877,法務部法醫研究所組織法,中華民國100年6月14日制定;中華民國100年6月29日公布,異動條文及理由;立法歷程
01884,資恐防制法,中華民國105年7月12日制定;中華民國105年7月27日公布,異動條文及理由;立法歷程
01884,資恐防制法,中華民國107年11月2日修正;中華民國107年11月7日公布,異動條文及理由;立法歷程
01901,經濟部中央地質調查所組織條例,中華民國66年11月4日制定;中華民國66年11月15日公布,異動條文及理由;立法歷程
01903,經濟部工業局組織條例,中華民國59年12月8日制定;中華民國59年12月23日公布,異動條文及理由;立法歷程
01903,經濟部工業局組織條例,中華民國73年4月6日全文修正;中華民國73年4月18日公布,立法歷程;異動條文
01904,經濟部中央標準局組織條例,中華民國37年12月28日制定;中華民國38年1月17日公布,異動條文
01904,經濟部中央標準局組織條例,中華民國42年12月15日修正;中華民國42年12月28日公布,立法歷程;異動條文
01904,經濟部中央標準局組織條例,中華民國68年7月24日全文修正;中華民國68年8月6日公布,立法歷程;異動條文
01904,經濟部中央標準局組織條例,中華民國91年6月11日廢止;中華民國91年7月3日公布,廢止理由;立法歷程
01905,經濟部加工出口區管理處組織條例,中華民國61年12月19日制定;中華民國61年12月28日公布,異動條文及理由;立法歷程
01905,經濟部加工出口區管理處組織條例,中華民國68年4月17日修正;中華民國68年4月30日公布,異動條文及理由;立法歷程
01905,經濟部加工出口區管理處組織條例,中華民國87年5月15日全文修正;中華民國87年6月3日公布,異動條文及理由;立法歷程
01905,經濟部加工出口區管理處組織條例,中華民國92年12月26日修正;中華民國93年1月7日公布,異動條文及理由;立法歷程
01906,經濟部加工出口區管理處所屬各分處組織通則,中華民國61年12月19日制定;中華民國61年12月28日公布,異動條文及理由;立法歷程
01906,經濟部加工出口區管理處所屬各分處組織通則,中華民國68年4月17日修正;中華民國68年4月30日公布,異動條文及理由;立法歷程
01907,工業技術研究院設置條例,中華民國62年1月25日制定;中華民國62年1月31日公布,異動條文及理由;立法歷程
01907,工業技術研究院設置條例,中華民國70年5月8日修正;中華民國70年5月20日公布,異動條文及理由;立法歷程
01908,中華經濟研究院設置條例,中華民國70年1月23日制定;中華民國70年2月2日公布,異動條文及理由;立法歷程
01909,經濟部國際貿易局組織條例,中華民國59年12月11日制定;中華民國59年12月24日公布,異動條文及理由;立法歷程
01909,經濟部國際貿易局組織條例,中華民國66年12月16日修正;中華民國66年12月23日公布,異動條文及理由;立法歷程
01910,經濟部國際貿易局所屬各辦事處組織通則,中華民國67年3月17日制定;中華民國67年3月25日公布,異動條文及理由;立法歷程
01911,經濟部商品檢驗局組織條例,中華民國60年4月30日制定;中華民國60年5月11日公布,異動條文及理由;立法歷程
01911,經濟部商品檢驗局組織條例,中華民國88年11月30日廢止;中華民國88年12月15日公布,廢止理由;立法歷程
01912,經濟部商品檢驗局所屬各分局組織通則,中華民國61年12月19日制定;中華民國61年12月29日公布,異動條文及理由;立法歷程
01912,經濟部商品檢驗局所屬各分局組織通則,中華民國91年6月11日廢止;中華民國91年7月3日公布,廢止理由;立法歷程
01913,經濟部水資源統一規劃委員會組織條例,中華民國53年6月23日制定;中華民國53年7月3日公布,立法歷程;異動條文
01913,經濟部水資源統一規劃委員會組織條例,中華民國88年11月30日廢止;中華民國88年12月15日公布,廢止理由;立法歷程
01914,經濟部中小企業處組織條例,中華民國73年11月16日制定;中華民國73年11月28日公布,異動條文及理由;立法歷程
01916,臺灣地區砂糖平準基金條例,中華民國55年1月28日制定;中華民國55年2月10日公布,異動條文
01916,臺灣地區砂糖平準基金條例,中華民國62年8月21日修正;中華民國62年8月30日公布,異動條文及理由;立法歷程
01916,臺灣地區砂糖平準基金條例,中華民國63年6月28日修正;中華民國63年7月9日公布,異動條文及理由;立法歷程
01916,臺灣地區砂糖平準基金條例,中華民國64年6月27日修正;中華民國64年7月8日公布,異動條文及理由;立法歷程
01916,臺灣地區砂糖平準基金條例,中華民國66年10月28日修正;中華民國66年11月8日公布,異動條文及理由;立法歷程
01917,非常時期農礦工商管理條例,中華民國26年12月22日制定;中華民國26年12月22日公布,異動條文
01917,非常時期農礦工商管理條例,中華民國27年9月30日全文修正;中華民國27年10月6日公布,異動條文
01917,非常時期農礦工商管理條例,中華民國83年1月18日廢止;中華民國83年2月7日公布,廢止理由;立法歷程
01918,礦業法,中華民國19年5月10日制定;中華民國19年5月26日公布,異動條文
01918,礦業法,中華民國20年11月7日修正;中華民國21年1月23日公布,異動條文
01918,礦業法,中華民國26年10月9日修正;中華民國26年10月15日公布,異動條文
01918,礦業法,中華民國27年9月9日修正;中華民國27年7月22日公布,異動條文
01918,礦業法,中華民國31年5月30日修正;中華民國31年6月8日公布,異動條文
01918,礦業法,中華民國36年4月15日修正;中華民國36年4月30日公布,異動條文
01918,礦業法,中華民國37年12月31日修正;中華民國38年1月17日公布,異動條文
01918,礦業法,中華民國39年5月31日修正;中華民國39年6月15日公布,異動條文
01918,礦業法,中華民國48年7月17日全文修正;中華民國48年7月30日公布,立法歷程;異動條文
01918,礦業法,中華民國55年11月18日修正;中華民國55年11月29日公布,立法歷程;異動條文
01918,礦業法,中華民國67年4月4日修正;中華民國67年4月14日公布,異動條文及理由;立法歷程
01918,礦業法,中華民國85年9月6日修正;中華民國85年9月25日公布,異動條文及理由;立法歷程
01918,礦業法,中華民國89年10月27日修正;中華民國89年11月15日公布,異動條文及理由;立法歷程
01918,礦業法,中華民國91年5月14日修正;中華民國91年6月12日公布,異動條文及理由;立法歷程
01918,礦業法,中華民國92年12月9日全文修正;中華民國92年12月31日公布,異動條文及理由;立法歷程
01918,礦業法,中華民國105年11月15日修正;中華民國105年11月30日公布,異動條文及理由;立法歷程
01919,海域石油礦探採條例,中華民國59年8月25日制定;中華民國59年9月3日公布,異動條文及理由;立法歷程
01919,海域石油礦探採條例,中華民國93年5月4日廢止;中華民國93年5月19日公布,廢止理由;立法歷程
01921,礦場安全法,中華民國62年12月11日制定;中華民國62年12月22日公布,異動條文及理由;立法歷程
01921,礦場安全法,中華民國75年11月11日修正;中華民國75年11月24日公布,異動條文及理由;立法歷程
01921,礦場安全法,中華民國89年10月27日修正;中華民國89年11月15日公布,異動條文及理由;立法歷程
01922,電業法,中華民國36年11月29日制定;中華民國36年12月10日公布,異動條文
01922,電業法,中華民國37年4月19日修正;中華民國37年5月8日公布,異動條文
01922,電業法,中華民國54年5月11日全文修正;中華民國54年5月21日公布,立法歷程;異動條文
01922,電業法,中華民國91年4月2日修正;中華民國91年4月24日公布,異動條文及理由;立法歷程
01922,電業法,中華民國91年5月17日修正;中華民國91年6月12日公布,異動條文及理由;立法歷程
01922,電業法,中華民國93年12月24日修正;中華民國94年1月19日公布,異動條文及理由;立法歷程
01922,電業法,中華民國96年3月5日修正;中華民國96年3月21日公布,異動條文及理由;立法歷程
01922,電業法,中華民國100年1月7日修正;中華民國100年1月26日公布,異動條文及理由;立法歷程
01922,電業法,中華民國100年1月10日修正;中華民國100年1月26日公布,異動條文及理由;立法歷程
01922,電業法,中華民國101年7月26日修正;中華民國101年8月8日公布,異動條文及理由;立法歷程
01922,電業法,中華民國103年1月10日修正;中華民國103年1月29日公布,異動條文及理由;立法歷程
01922,電業法,中華民國106年1月11日全文修正;中華民國106年1月26日公布,異動條文及理由;立法歷程
01922,電業法,中華民國108年5月7日修正;中華民國108年5月22日公布,立法歷程;異動條文
01923,加工出口區設置管理條例,中華民國54年1月25日制定;中華民國54年1月30日公布,立法歷程;異動條文
01923,加工出口區設置管理條例,中華民國56年12月22日修正;中華民國56年12月30日公布,立法歷程;異動條文
01923,加工出口區設置管理條例,中華民國60年11月19日全文修正;中華民國60年11月25日公布,立法歷程;異動條文
01923,加工出口區設置管理條例,中華民國68年12月11日修正;中華民國68年12月24日公布,異動條文及理由;立法歷程
01923,加工出口區設置管理條例,中華民國77年11月17日修正;中華民國77年12月5日公布,異動條文及理由;立法歷程
01923,加工出口區設置管理條例,中華民國86年4月15日全文修正;中華民國86年5月7日公布,異動條文及理由;立法歷程
01923,加工出口區設置管理條例,中華民國90年5月11日修正;中華民國90年5月30日公布,異動條文及理由;立法歷程
01923,加工出口區設置管理條例,中華民國95年5月5日修正;中華民國95年5月30日公布,異動條文及理由;立法歷程
01923,加工出口區設置管理條例,中華民國98年1月6日修正;中華民國98年1月21日公布,異動條文及理由;立法歷程
01923,加工出口區設置管理條例,中華民國99年5月7日修正;中華民國99年6月2日公布,異動條文及理由;立法歷程
01924,專利法,中華民國33年5月4日制定;中華民國33年5月29日公布,異動條文
01924,專利法,中華民國48年1月9日全文修正;中華民國48年1月22日公布,立法歷程;異動條文
01924,專利法,中華民國49年5月3日修正;中華民國49年5月12日公布,立法歷程;異動條文
01924,專利法,中華民國68年4月3日修正;中華民國68年4月16日公布,異動條文及理由;立法歷程
01924,專利法,中華民國75年12月12日修正;中華民國75年12月24日公布,異動條文及理由;立法歷程
01924,專利法,中華民國82年12月28日全文修正;中華民國83年1月21日公布,立法歷程;異動條文
01924,專利法,中華民國86年4月15日修正;中華民國86年5月7日公布,異動條文及理由;立法歷程
01924,專利法,中華民國90年10月4日修正;中華民國90年10月24日公布,異動條文及理由;立法歷程
01924,專利法,中華民國92年1月3日全文修正;中華民國92年2月6日公布,異動條文及理由;立法歷程
01924,專利法,中華民國99年8月17日修正;中華民國99年8月25日公布,異動條文及理由;立法歷程
01924,專利法,中華民國100年11月29日全文修正;中華民國100年12月21日公布,異動條文及理由;立法歷程
01924,專利法,中華民國102年5月31日修正;中華民國102年6月11日公布,異動條文及理由;立法歷程
01924,專利法,中華民國103年1月3日修正;中華民國103年1月22日公布,異動條文及理由;立法歷程
01924,專利法,中華民國105年12月30日修正;中華民國106年1月18日公布,異動條文及理由;立法歷程
01924,專利法,中華民國108年4月16日修正;中華民國108年5月1日公布,立法歷程;異動條文
01925,標準法,中華民國35年9月14日制定;中華民國35年9月24日公布,異動條文
01925,標準法,中華民國86年11月11日全文修正;中華民國86年11月26日公布,異動條文及理由;立法歷程
01926,度量衡法,中華民國18年2月2日制定;中華民國18年2月16日公布,異動條文
01926,度量衡法,中華民國43年3月9日全文修正;中華民國43年3月22日公布,立法歷程;異動條文
01926,度量衡法,中華民國44年3月25日修正;中華民國44年4月6日公布,立法歷程;異動條文
01926,度量衡法,中華民國73年4月6日全文修正;中華民國73年4月18日公布,立法歷程;異動條文
01926,度量衡法,中華民國91年4月25日修正;中華民國91年5月15日公布,異動條文及理由;立法歷程
01926,度量衡法,中華民國91年12月10日全文修正;中華民國92年1月2日公布,異動條文及理由;立法歷程
01926,度量衡法,中華民國98年1月6日修正;中華民國98年1月21日公布,異動條文及理由;立法歷程
01927,技術合作條例,中華民國51年7月31日制定;中華民國51年8月9日公布,立法歷程;異動條文
01927,技術合作條例,中華民國53年5月19日全文修正;中華民國53年5月29日公布,立法歷程;異動條文
01927,技術合作條例,中華民國84年7月12日廢止;中華民國84年8月2日公布,廢止理由;立法歷程
01928,獎勵投資條例,中華民國49年8月31日制定;中華民國49年9月10日公布,立法歷程;異動條文
01928,獎勵投資條例,中華民國53年12月22日全文修正;中華民國54年1月4日公布,立法歷程;異動條文
01928,獎勵投資條例,中華民國54年6月8日修正;中華民國54年6月9日公布,異動條文
01928,獎勵投資條例,中華民國56年3月21日修正;中華民國56年3月31日公布,異動條文
01928,獎勵投資條例,中華民國59年12月24日全文修正;中華民國59年12月30日公布,立法歷程;異動條文
01928,獎勵投資條例,中華民國62年3月13日修正;中華民國62年3月22日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國62年12月26日修正;中華民國62年12月29日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國63年12月27日修正;中華民國63年12月30日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國66年7月13日修正;中華民國66年7月26日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國67年12月26日修正;中華民國67年12月30日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國68年1月9日修正;中華民國68年1月19日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國68年7月10日修正;中華民國68年7月20日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國69年12月26日全文修正;中華民國69年12月30日公布,立法歷程;異動條文
01928,獎勵投資條例,中華民國71年7月16日修正;中華民國71年7月26日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國73年12月26日修正;中華民國73年12月30日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國76年1月16日修正;中華民國76年1月26日公布,異動條文及理由;立法歷程
01928,獎勵投資條例,中華民國80年1月1日期滿廢止,廢止理由
01929,華僑回國投資條例,中華民國44年11月8日制定;中華民國44年11月19日公布,立法歷程;異動條文
01929,華僑回國投資條例,中華民國49年3月18日全文修正;中華民國49年3月26日公布,立法歷程;異動條文
01929,華僑回國投資條例,中華民國56年12月22日修正;中華民國57年1月8日公布,立法歷程;異動條文
01929,華僑回國投資條例,中華民國68年7月6日全文修正;中華民國68年7月18日公布,立法歷程;異動條文
01929,華僑回國投資條例,中華民國69年4月15日修正;中華民國69年5月9日公布,異動條文及理由;立法歷程
01929,華僑回國投資條例,中華民國72年4月29日修正;中華民國72年5月11日公布,異動條文及理由;立法歷程
01929,華僑回國投資條例,中華民國75年5月23日修正;中華民國75年6月2日公布,異動條文及理由;立法歷程
01929,華僑回國投資條例,中華民國78年5月9日修正;中華民國78年5月26日公布,異動條文及理由;立法歷程
01929,華僑回國投資條例,中華民國86年10月30日全文修正;中華民國86年11月19日公布,異動條文及理由;立法歷程
01930,外國人投資條例,中華民國43年7月6日制定;中華民國43年7月14日公布,立法歷程;異動條文
01930,外國人投資條例,中華民國48年12月8日全文修正;中華民國48年12月14日公布,立法歷程;異動條文
01930,外國人投資條例,中華民國56年12月22日修正;中華民國57年1月8日公布,立法歷程;異動條文
01930,外國人投資條例,中華民國57年6月14日修正;中華民國57年6月22日公布,立法歷程;異動條文
01930,外國人投資條例,中華民國68年7月17日全文修正;中華民國68年7月27日公布,立法歷程;異動條文
01930,外國人投資條例,中華民國69年3月25日修正;中華民國69年4月3日公布,異動條文及理由;立法歷程
01930,外國人投資條例,中華民國69年4月15日修正;中華民國69年5月9日公布,異動條文及理由;立法歷程
01930,外國人投資條例,中華民國72年4月29日修正;中華民國72年5月11日公布,異動條文及理由;立法歷程
01930,外國人投資條例,中華民國75年5月2日修正;中華民國75年5月14日公布,異動條文及理由;立法歷程
01930,外國人投資條例,中華民國78年5月9日修正;中華民國78年5月26日公布,異動條文及理由;立法歷程
01930,外國人投資條例,中華民國86年10月30日全文修正;中華民國86年11月19日公布,異動條文及理由;立法歷程
01931,技師法,中華民國36年10月17日制定;中華民國36年10月27日公布,異動條文
01931,技師法,中華民國43年12月7日修正;中華民國43年12月17日公布,立法歷程;異動條文
01931,技師法,中華民國61年12月5日全文修正;中華民國61年12月15日公布,立法歷程;異動條文
01931,技師法,中華民國66年4月1日修正;中華民國66年4月12日公布,異動條文及理由;立法歷程
01931,技師法,中華民國74年11月29日全文修正;中華民國74年12月11日公布,立法歷程;異動條文
01931,技師法,中華民國88年12月30日修正;中華民國89年1月19日公布,異動條文及理由;立法歷程
01931,技師法,中華民國91年6月7日修正;中華民國91年6月26日公布,異動條文及理由;立法歷程
01931,技師法,中華民國96年6月14日修正;中華民國96年7月4日公布,異動條文及理由;立法歷程
01931,技師法,中華民國98年12月22日修正;中華民國99年1月13日公布,異動條文及理由;立法歷程
01931,技師法,中華民國100年5月31日全文修正;中華民國100年6月22日公布,異動條文及理由;立法歷程
01932,商業會計法,中華民國36年12月22日制定;中華民國37年1月7日公布,異動條文
01932,商業會計法,中華民國53年7月17日全文修正;中華民國53年7月30日公布,立法歷程;異動條文
01932,商業會計法,中華民國56年12月22日修正;中華民國57年1月8日公布,立法歷程;異動條文
01932,商業會計法,中華民國84年5月2日全文修正;中華民國84年5月19日公布,異動條文及理由;立法歷程
01932,商業會計法,中華民國87年10月13日修正;中華民國87年10月29日公布,異動條文及理由;立法歷程
01932,商業會計法,中華民國89年4月7日修正;中華民國89年4月26日公布,異動條文及理由;立法歷程
01932,商業會計法,中華民國95年4月28日全文修正;中華民國95年5月24日公布,異動條文及理由;立法歷程
01932,商業會計法,中華民國98年5月15日修正;中華民國98年6月3日公布,異動條文及理由;立法歷程
01932,商業會計法,中華民國103年5月30日修正;中華民國103年6月18日公布,異動條文及理由;立法歷程
01933,商業登記法,中華民國26年6月18日制定;中華民國26年6月28日公布,異動條文
01933,商業登記法,中華民國56年11月14日全文修正;中華民國56年11月28日公布,立法歷程;異動條文
01933,商業登記法,中華民國78年10月5日全文修正;中華民國78年10月23日公布,立法歷程;異動條文
01933,商業登記法,中華民國88年12月7日修正;中華民國88年12月29日公布,異動條文及理由;立法歷程
01933,商業登記法,中華民國89年4月7日修正;中華民國89年4月26日公布,異動條文及理由;立法歷程
01933,商業登記法,中華民國91年1月16日修正;中華民國91年2月6日公布,異動條文及理由;立法歷程
01933,商業登記法,中華民國91年11月26日修正;中華民國91年12月18日公布,異動條文及理由;立法歷程
01933,商業登記法,中華民國96年12月18日全文修正;中華民國97年1月16日公布,異動條文及理由;立法歷程
01933,商業登記法,中華民國98年1月6日修正;中華民國98年1月21日公布,異動條文及理由;立法歷程
01933,商業登記法,中華民國105年4月19日修正;中華民國105年5月4日公布,異動條文及理由;立法歷程
01934,國營事業管理法,中華民國37年12月31日制定;中華民國38年1月20日公布,異動條文
01934,國營事業管理法,中華民國86年12月19日修正;中華民國87年1月7日公布,異動條文及理由;立法歷程
01934,國營事業管理法,中華民國89年6月30日修正;中華民國89年7月19日公布,異動條文及理由;立法歷程
01934,國營事業管理法,中華民國91年5月24日修正;中華民國91年6月19日公布,異動條文及理由;立法歷程
01934,國營事業管理法,中華民國96年12月21日修正;中華民國97年1月9日公布,異動條文及理由;立法歷程
01934,國營事業管理法,中華民國100年12月14日修正;中華民國100年12月28日公布,異動條文及理由;立法歷程
01935,民營公用事業監督條例,中華民國18年12月14日制定;中華民國18年12月21日公布,異動條文
01935,民營公用事業監督條例,中華民國20年2月21日修正;中華民國20年3月7日公布,異動條文
01935,民營公用事業監督條例,中華民國22年10月27日全文修正;中華民國22年11月2日公布,異動條文
01935,民營公用事業監督條例,中華民國61年11月17日修正;中華民國61年11月30日公布,異動條文及理由;立法歷程
01935,民營公用事業監督條例,中華民國89年4月7日修正;中華民國89年4月26日公布,異動條文及理由;立法歷程
01936,商標法,中華民國19年4月26日制定;中華民國19年5月6日公布,異動條文
01936,商標法,中華民國24年10月31日全文修正;中華民國24年11月23日公布,異動條文
01936,商標法,中華民國29年8月30日修正;中華民國29年10月19日公布,異動條文
01936,商標法,中華民國47年10月14日全文修正;中華民國47年10月24日公布,立法歷程;異動條文
01936,商標法,中華民國61年6月23日全文修正;中華民國61年7月4日公布,立法歷程;異動條文
01936,商標法,中華民國72年1月14日修正;中華民國72年1月26日公布,異動條文及理由;立法歷程
01936,商標法,中華民國74年11月19日修正;中華民國74年11月29日公布,異動條文及理由;立法歷程
01936,商標法,中華民國78年5月9日修正;中華民國78年5月26日公布,異動條文及理由;立法歷程
01936,商標法,中華民國82年11月19日全文修正;中華民國82年12月22日公布,異動條文及理由;立法歷程
01936,商標法,中華民國86年4月15日修正;中華民國86年5月7日公布,異動條文及理由;立法歷程
01936,商標法,中華民國91年5月14日修正;中華民國91年5月29日公布,異動條文及理由;立法歷程
01936,商標法,中華民國92年4月29日全文修正;中華民國92年5月28日公布,異動條文及理由;立法歷程
01936,商標法,中華民國99年8月17日修正;中華民國99年8月25日公布,異動條文及理由;立法歷程
01936,商標法,中華民國100年5月31日全文修正;中華民國100年6月29日公布,異動條文及理由;立法歷程
01936,商標法,中華民國105年11月15日修正;中華民國105年11月30日公布,異動條文及理由;立法歷程
01937,商品檢驗法,中華民國21年11月25日制定;中華民國21年12月14日公布,異動條文
01937,商品檢驗法,中華民國54年5月14日全文修正;中華民國54年5月25日公布,立法歷程;異動條文
01937,商品檢驗法,中華民國59年8月21日修正;中華民國59年9月3日公布,異動條文及理由;立法歷程
01937,商品檢驗法,中華民國65年10月22日修正;中華民國65年11月2日公布,異動條文及理由;立法歷程
01937,商品檢驗法,中華民國86年4月15日修正;中華民國86年5月7日公布,異動條文及理由;立法歷程
01937,商品檢驗法,中華民國90年10月4日全文修正;中華民國90年10月24日公布,異動條文及理由;立法歷程
01937,商品檢驗法,中華民國96年6月14日修正;中華民國96年7月11日公布,異動條文及理由;立法歷程
01938,商品標示法,中華民國71年1月15日制定;中華民國71年1月22日公布,立法歷程;異動條文
01938,商品標示法,中華民國80年1月17日修正;中華民國80年1月30日公布,異動條文及理由;立法歷程
01938,商品標示法,中華民國89年4月7日修正;中華民國89年4月26日公布,異動條文及理由;立法歷程
01938,商品標示法,中華民國92年6月6日全文修正;中華民國92年6月25日公布,異動條文及理由;立法歷程
01938,商品標示法,中華民國100年1月10日修正;中華民國100年1月26日公布,異動條文及理由;立法歷程
01939,公營事業移轉民營條例,中華民國42年1月20日制定;中華民國42年1月26日公布,異動條文
01939,公營事業移轉民營條例,中華民國80年6月4日全文修正;中華民國80年6月19日公布,立法歷程;異動條文
01939,公營事業移轉民營條例,中華民國89年11月17日全文修正;中華民國89年11月29日公布,異動條文及理由;立法歷程
01939,公營事業移轉民營條例,中華民國91年12月27日修正;中華民國92年1月15日公布,異動條文及理由;立法歷程
01940,在臺公司大陸地區股東股權行使條例,中華民國53年4月14日制定;中華民國53年4月24日公布,立法歷程;異動條文
01940,在臺公司大陸地區股東股權行使條例,中華民國56年12月22日修正;中華民國57年1月8日公布,立法歷程;異動條文
01940,在臺公司大陸地區股東股權行使條例,中華民國81年7月3日全文修正;中華民國81年7月27日公布,異動條文及理由;立法歷程
01941,水利法,中華民國31年6月20日制定;中華民國31年7月7日公布,異動條文
01941,水利法,中華民國44年1月7日修正;中華民國44年1月19日公布,立法歷程;異動條文
01941,水利法,中華民國52年11月29日全文修正;中華民國52年12月10日公布,立法歷程;異動條文
01941,水利法,中華民國63年1月18日修正;中華民國63年2月2日公布,異動條文及理由;立法歷程
01941,水利法,中華民國72年12月13日修正;中華民國72年12月28日公布,異動條文及理由;立法歷程
01941,水利法,中華民國88年6月22日修正;中華民國88年7月15日公布,異動條文及理由;立法歷程
01941,水利法,中華民國89年10月27日修正;中華民國89年11月15日公布,異動條文及理由;立法歷程
01941,水利法,中華民國92年1月7日修正;中華民國92年2月6日公布,異動條文及理由;立法歷程
01941,水利法,中華民國96年6月14日修正;中華民國96年7月11日公布,異動條文及理由;立法歷程
01941,水利法,中華民國97年4月22日修正;中華民國97年5月7日公布,異動條文及理由;立法歷程
01941,水利法,中華民國100年5月13日修正;中華民國100年6月1日公布,異動條文及理由;立法歷程
01941,水利法,中華民國102年5月28日修正;中華民國102年6月11日公布,異動條文及理由;立法歷程
01941,水利法,中華民國103年1月14日修正;中華民國103年1月29日公布,異動條文及理由;立法歷程
01941,水利法,中華民國105年5月6日修正;中華民國105年5月25日公布,異動條文及理由;立法歷程
01941,水利法,中華民國107年5月29日修正;中華民國107年6月20日公布,異動條文及理由;立法歷程
01943,能源管理法,中華民國69年7月22日制定;中華民國69年8月8日公布,異動條文及理由;立法歷程
01943,能源管理法,中華民國81年1月16日修正;中華民國81年1月31日公布,異動條文及理由;立法歷程
01943,能源管理法,中華民國89年4月7日修正;中華民國89年4月26日公布,異動條文及理由;立法歷程
01943,能源管理法,中華民國91年1月8日修正;中華民國91年1月30日公布,異動條文及理由;立法歷程
01943,能源管理法,中華民國98年6月9日修正;中華民國98年7月8日公布,異動條文及理由;立法歷程
01943,能源管理法,中華民國105年11月15日修正;中華民國105年11月30日公布,異動條文及理由;立法歷程
01944,鹽政條例,中華民國36年2月20日制定;中華民國36年3月12日公布,異動條文
01944,鹽政條例,中華民國36年12月6日修正;中華民國36年12月24日公布,異動條文
01944,鹽政條例,中華民國39年5月31日修正;中華民國39年6月14日公布,異動條文
01944,鹽政條例,中華民國43年12月24日修正;中華民國44年1月5日公布,立法歷程;異動條文
01944,鹽政條例,中華民國66年6月28日全文修正;中華民國66年6月29日公布,立法歷程;異動條文
01944,鹽政條例,中華民國70年11月6日修正;中華民國70年11月16日公布,異動條文及理由;立法歷程
01944,鹽政條例,中華民國93年1月9日廢止;中華民國93年1月20日公布,廢止理由;立法歷程
01945,公平交易法,中華民國80年1月18日制定;中華民國80年2月4日公布,異動條文及理由;立法歷程
01945,公平交易法,中華民國88年1月15日修正;中華民國88年2月3日公布,異動條文及理由;立法歷程
01945,公平交易法,中華民國89年4月7日修正;中華民國89年4月26日公布,異動條文及理由;立法歷程
01945,公平交易法,中華民國91年1月15日修正;中華民國91年2月6日公布,異動條文及理由;立法歷程
01945,公平交易法,中華民國99年5月18日修正;中華民國99年6月9日公布,異動條文及理由;立法歷程
01945,公平交易法,中華民國100年11月8日修正;中華民國100年11月23日公布,異動條文及理由;立法歷程
01945,公平交易法,中華民國104年1月22日全文修正;中華民國104年2月4日公布,異動條文及理由;立法歷程
01945,公平交易法,中華民國104年6月9日修正;中華民國104年6月24日公布,異動條文及理由;立法歷程
01945,公平交易法,中華民國106年5月26日修正;中華民國106年6月14日公布,異動條文及理由;立法歷程
01946,工廠管理輔導法,中華民國90年3月1日制定;中華民國90年3月14日公布,異動條文及理由;立法歷程
01946,工廠管理輔導法,中華民國99年5月4日全文修正;中華民國99年6月2日公布,異動條文及理由;立法歷程
01946,工廠管理輔導法,中華民國103年1月7日修正;中華民國103年1月22日公布,異動條文及理由;立法歷程
