主分類,次分類,狀態,代碼,法條名稱
國家發展,憲政議題,廢止,04817,臺灣省政府功能業務與組織調整暫行條例
國家發展,憲政議題,現行,04818,地方制度法
國家發展,政府出版,現行,03401,政府資訊公開法
國家發展,政府資訊,現行,01672,財政部財政資訊中心組織法
國家發展,政府資訊,現行,01829,個人資料保護法
國家發展,政府資訊,現行,01987,電子簽章法
國家發展,政府資訊,現行,02823,資通安全管理法
國家發展,政府資訊,現行,03401,政府資訊公開法
國家發展,政府資訊,現行,04580,千禧年資訊年序爭議處理法
國家發展,政治革新,現行,05201,政治檔案條例
國家發展,政治體制,現行,01427,促進轉型正義條例
國家發展,政治體制,現行,01428,戒嚴法
國家發展,政治體制,現行,01833,戒嚴時期人民受損權利回復條例
國家發展,檔案管理,廢止,01059,檔案管理局組織條例
國家發展,檔案管理,現行,01084,國家發展委員會檔案管理局組織法
國家發展,檔案管理,現行,01731,檔案法
國家發展,檔案管理,現行,01829,個人資料保護法
國家發展,檔案管理,廢止,04529,民事訴訟費用法
國家發展,檔案管理,現行,04530,民刑事訴訟卷宗滅失案件處理法
國家發展,檔案管理,現行,04901,公文程式條例
國家發展,檔案管理,現行,05201,政治檔案條例
國家發展,社會發展,現行,01224,二二八事件處理及賠償條例
國家發展,社會發展,現行,01773,性別平等教育法
國家發展,社會發展,現行,03616,性別工作平等法
國家發展,社會發展,現行,05167,消除對婦女一切形式歧視公約施行法
國家發展,管制考核,廢止,01034,行政院研究發展考核委員會組織條例
國家發展,經濟建設,廢止,01032,行政院經濟建設委員會組織條例
國家發展,經濟建設,現行,01235,離島建設條例
國家發展,經濟建設,現行,01258,花東地區發展條例
國家發展,經濟建設,現行,01549,政府發展經濟社會向國外借款及保證條例
國家發展,經濟建設,廢止,01648,擴大公共建設振興經濟暫行條例
國家發展,經濟建設,廢止,01651,擴大公共建設投資特別條例
國家發展,經濟建設,廢止,01662,振興經濟擴大公共建設特別條例
國家發展,經濟建設,廢止,01957,促進產業升級條例
國家發展,經濟建設,現行,04003,前瞻基礎建設特別條例
國家發展,經濟建設,廢止,04108,九二一震災重建暫行條例
國家發展,經濟建設,廢止,04812,金門馬祖東沙南沙地區安全及輔導條例
國家發展,經濟建設,現行,08128,產業創新條例
國家發展,經濟建設,廢止,08131,振興經濟消費券發放特別條例
國家發展,黨政關係,現行,01201,政黨法
國家發展,黨政關係,現行,01853,政黨及其附隨組織不當取得財產處理條例
國家發展,黨政關係,現行,04662,公職人員年資併社團專職人員年資計發退離給與處理條例
國防退輔,作戰訓練,廢止,01401,國防部參謀本部組織條例（民國67年）
國防退輔,作戰訓練,廢止,01419,國家總動員法
國防退輔,作戰訓練,廢止,01420,軍事徵用法
國防退輔,作戰訓練,現行,01421,戰時禁制品條例
國防退輔,作戰訓練,廢止,01430,防空法
國防退輔,作戰訓練,現行,01436,海上捕獲條例
國防退輔,作戰訓練,現行,01452,軍事教育條例
國防退輔,作戰訓練,現行,01459,全民防衛動員準備法
國防退輔,作戰訓練,現行,01468,全民國防教育法
國防退輔,作戰訓練,廢止,01473,推動募兵制暫行條例
國防退輔,作戰訓練,現行,01481,國防部參謀本部組織法
國防退輔,作戰訓練,廢止,02024,戰時交通電業設備及器材防護條例
國防退輔,作戰訓練,現行,07206,國防部全民防衛動員署組織法
國防退輔,國防主計,廢止,01458,國防部主計局組織條例
國防退輔,國防主計,現行,01480,國防部主計局組織法
國防退輔,國防人事,廢止,01403,陸海空軍軍官服役條例
國防退輔,國防人事,廢止,01404,陸海空軍士官服役條例
國防退輔,國防人事,現行,01406,陸海空軍軍官士官任官條例
國防退輔,國防人事,現行,01407,陸海空軍軍官士官任職條例
國防退輔,國防人事,現行,01408,陸海空軍軍官士官考績條例
國防退輔,國防人事,現行,01409,軍人保險條例
國防退輔,國防人事,現行,01410,陸海空軍勳賞條例
國防退輔,國防人事,現行,01411,陸海空軍獎勵條例
國防退輔,國防人事,現行,01412,空軍勛獎條例
國防退輔,國防人事,廢止,01413,軍人婚姻條例
國防退輔,國防人事,現行,01415,軍人及其家屬優待條例
國防退輔,國防人事,現行,01416,軍人撫卹條例
國防退輔,國防人事,現行,01433,陸海空軍懲罰法
國防退輔,國防人事,現行,01443,戰士授田憑據處理條例
國防退輔,國防人事,現行,01448,陸海空軍軍官士官服役條例
國防退輔,國防人事,現行,01472,軍人待遇條例
國防退輔,國防人事,現行,01729,軍公教遺族就學費用優待條例
國防退輔,國防人事,廢止,04560,中美共同防禦期間處理在華美軍人員刑事案件條例
國防退輔,國防人事,現行,04622,軍法人員轉任司法官條例
國防退輔,國防人事,廢止,04627,特種考試復員軍官佐轉業考試及格人員轉任文職條例
國防退輔,國防人事,廢止,04640,戰地公務人員管理條例
國防退輔,國防人事,廢止,04905,特級上將授任條例
國防退輔,國防人事,廢止,90006,陸軍中將加銜暫行條例
國防退輔,國防人事,廢止,90031,國軍軍官佐考績條例
國防退輔,國防人事,廢止,90032,戰時全國技術員工管制條例
國防退輔,國防人事,廢止,90049,陸軍軍官佐任職暫行條例
國防退輔,國防人事,廢止,90050,空軍軍官佐任職暫行條例
國防退輔,國防人事,廢止,90070,陸海空軍軍官任官條例
國防退輔,國防政務,現行,01014,國防部組織法
國防退輔,國防政務,廢止,01401,國防部參謀本部組織條例（民國67年）
國防退輔,國防政務,廢止,01422,陸軍服制條例
國防退輔,國防政務,廢止,01423,海軍服制條例
國防退輔,國防政務,廢止,01424,空軍服制條例
國防退輔,國防政務,現行,01425,陸海空軍軍旗條例
國防退輔,國防政務,現行,01429,要塞堡壘地帶法
國防退輔,國防政務,廢止,01434,戰時軍律
國防退輔,國防政務,現行,01446,陸海空軍服制條例
國防退輔,國防政務,現行,01449,國軍老舊眷村改建條例
國防退輔,國防政務,現行,01450,國軍軍事勤務致人民傷亡損害補償條例
國防退輔,國防政務,現行,01466,殺傷性地雷管制條例
國防退輔,國防政務,廢止,01917,非常時期農礦工商管理條例
國防退輔,國防政務,現行,02015,鐵路軍事運輸條例
國防退輔,國防政務,廢止,04303,戰略顧問委員會組織條例
國防退輔,國防政務,現行,04539,妨害兵役治罪條例
國防退輔,國防政務,廢止,04540,妨害國家總動員懲罰暫行條例
國防退輔,國防政務,廢止,04812,金門馬祖東沙南沙地區安全及輔導條例
國防退輔,國防政務,廢止,04906,衛戍條例
國防退輔,國防政務,廢止,90003,省防空司令部組織條例
國防退輔,國防政務,廢止,90008,陸軍大學校組織法
國防退輔,國防政務,廢止,90017,陸軍禮節條例
國防退輔,國防政務,廢止,90018,海軍禮節條例
國防退輔,國防政務,廢止,90037,陸軍軍旗條例
國防退輔,國防政務,廢止,90038,海軍旗章條例
國防退輔,國防政務,廢止,90039,空軍軍旗條例
國防退輔,國防政策,現行,01042,國防法
國防退輔,政治作戰,廢止,01435,妨害軍機治罪條例
國防退輔,政治作戰,廢止,01460,國防部總政治作戰局組織條例
國防退輔,政治作戰,現行,01477,國防部政治作戰局組織法
國防退輔,政治作戰,廢止,90004,省保安司令部組織條例
國防退輔,軍事審判,現行,01432,陸海空軍刑法
國防退輔,軍事審判,廢止,01434,戰時軍律
國防退輔,軍事審判,廢止,01435,妨害軍機治罪條例
國防退輔,軍事審判,現行,01438,軍事審判法
國防退輔,軍事審判,現行,01439,軍事審判法施行法
國防退輔,軍事審判,現行,01440,海上捕獲法庭審判條例
國防退輔,軍事審判,廢止,90069,戰爭罪犯審判條例
國防退輔,軍備,現行,01038,國防工業發展基金設置條例
國防退輔,軍備,現行,01447,漢翔航空工業股份有限公司設置條例
國防退輔,軍備,廢止,01464,國防部軍備局組織條例
國防退輔,軍備,現行,01466,殺傷性地雷管制條例
國防退輔,軍備,現行,01475,國家中山科學研究院設置條例
國防退輔,軍備,現行,01478,國防部軍備局組織法
國防退輔,軍備,現行,01483,國防產業發展條例
國防退輔,軍備,現行,07165,新式戰機採購特別條例
國防退輔,軍備,廢止,90061,兵工廠組織條例
國防退輔,軍醫,現行,01081,榮民總醫院組織通則
國防退輔,軍醫,廢止,01465,國防部軍醫局組織條例
國防退輔,軍醫,現行,01479,國防部軍醫局組織法
國防退輔,退輔,廢止,01026,行政院國軍退除役官兵輔導委員會組織條例
國防退輔,退輔,現行,01074,國軍退除役官兵輔導委員會組織法
國防退輔,退輔,現行,01081,榮民總醫院組織通則
國防退輔,退輔,廢止,01414,反共抗俄戰士授田條例
國防退輔,退輔,現行,01443,戰士授田憑據處理條例
國防退輔,退輔,現行,02601,國軍退除役官兵輔導條例
國防退輔,退輔,廢止,90195,特種考試國軍退除役醫事人員執業資格考試條例
外交僑務,僑務,現行,01022,僑務委員會組織法
外交僑務,僑務,現行,05115,華僑身分證明條例
外交僑務,僑務,廢止,90019,僑務委員會駐各口岸僑務局組織條例
外交僑務,僑民經濟,現行,01929,華僑回國投資條例
外交僑務,兩岸政務,現行,01039,行政院大陸委員會組織條例
外交僑務,兩岸政務,現行,01073,大陸委員會組織法
外交僑務,兩岸政務,現行,01825,臺灣地區與大陸地區人民關係條例
外交僑務,兩岸政務,廢止,04304,光復大陸設計研究委員會組織條例
外交僑務,兩岸經貿,現行,01940,在臺公司大陸地區股東股權行使條例
外交僑務,國際新聞,現行,01024,行政院新聞局組織條例
外交僑務,國際新聞,現行,02401,行政院新聞局駐外新聞機構組織通則
外交僑務,國際新聞,現行,02410,中央通訊社設置條例
外交僑務,國際組織,停止適用,90099,中華民國常駐聯合國代表團組織條例
外交僑務,國際關係,廢止,01305,解決國家與他國國民間投資爭端公約施行條例
外交僑務,國際關係,現行,01308,外交部外交及國際事務學院組織法
外交僑務,國際關係,現行,01309,條約締結法
外交僑務,國際關係,現行,01864,公民與政治權利國際公約及經濟社會文化權利國際公約施行法
外交僑務,國際關係,現行,01865,聯合國反貪腐公約施行法
外交僑務,國際關係,現行,01884,資恐防制法
外交僑務,國際關係,現行,01959,國際合作發展基金會設置條例
外交僑務,國際關係,現行,05165,兒童權利公約施行法
外交僑務,國際關係,現行,05167,消除對婦女一切形式歧視公約施行法
外交僑務,國際關係,現行,05182,身心障礙者權利公約施行法
外交僑務,國際關係,現行,08103,國際合作發展法
外交僑務,外交政務,現行,01013,外交部組織法
外交僑務,外交政務,現行,01087,駐外機構組織通則
外交僑務,外交政務,現行,01210,中華民國領海及鄰接區法
外交僑務,外交政務,現行,01301,駐外使領館組織條例
外交僑務,外交政務,現行,01302,外交部外交領事人員講習所組織條例
外交僑務,外交政務,現行,01304,引渡法
外交僑務,外交政務,現行,01306,駐華外國機構及其人員特權暨豁免條例
外交僑務,外交政務,現行,01309,條約締結法
外交僑務,外交政務,現行,04524,涉外民事法律適用法
外交僑務,外交政務,廢止,04560,中美共同防禦期間處理在華美軍人員刑事案件條例
外交僑務,外交政務,現行,04628,駐外外交領事人員任用條例
外交僑務,外交政務,廢止,90077,外交部特派員公署組織條例
外交僑務,外交政務,停止適用,90099,中華民國常駐聯合國代表團組織條例
外交僑務,港澳事務,現行,01839,香港澳門關係條例
外交僑務,蒙藏事務,廢止,01021,蒙藏委員會組織法
外交僑務,蒙藏事務,廢止,02101,蒙古盟部旗組織法
外交僑務,蒙藏事務,廢止,02102,管理喇嘛寺廟條例
外交僑務,蒙藏事務,廢止,02103,蒙藏委員會流亡蒙胞就業就學輔導委員會組織條例
外交僑務,蒙藏事務,現行,02104,蒙藏族身分證明條例
外交僑務,蒙藏事務,現行,04621,蒙藏邊區人員任用條例
外交僑務,領務,現行,01303,護照條例
外交僑務,領務,現行,01307,外交部領事事務局組織條例
外交僑務,領務,現行,01311,外國護照簽證條例
外交僑務,領務,現行,01313,外交部及駐外館處文件證明條例
外交僑務,領務,現行,01314,外交部領事事務局組織法
外交僑務,領務,廢止,90481,駐外使領館人員任用條例
客家,客家事務,廢止,01054,行政院客家委員會組織條例
客家,客家事務,現行,01071,客家委員會組織法
客家,客家傳播,現行,07137,財團法人客家公共傳播基金會設置條例
客家,客家政策,現行,05164,客家基本法
客家,客家文教,現行,06054,客家委員會客家文化發展中心組織法
教育,中等教育,廢止,01716,高級中學法
教育,中等教育,現行,01774,高級中等以下教育階段非學校型態實驗教育實施條例
教育,中等教育,現行,01779,國立高級中等學校校務基金設置條例
教育,中等教育,現行,01786,高級中等教育法
教育,中等教育,現行,01788,高級中等學校建教合作實施及建教生權益保障法
教育,中等教育,現行,01796,公立高級中等以下學校委託私人辦理實驗教育條例
教育,中等教育,現行,07129,高級中等以下學校學生及教保服務機構幼兒團體保險條例
教育,中等教育,廢止,90058,九年國民教育實施條例
教育,中等教育,廢止,90059,中學法
教育,國民教育,現行,01718,國民教育法
教育,國民教育,現行,01720,強迫入學條例
教育,國民教育,現行,01774,高級中等以下教育階段非學校型態實驗教育實施條例
教育,國民教育,現行,01783,教育部國民及學前教育署組織法
教育,國民教育,現行,01796,公立高級中等以下學校委託私人辦理實驗教育條例
教育,國民教育,現行,05400,偏遠地區學校教育發展條例
教育,國民教育,現行,07129,高級中等以下學校學生及教保服務機構幼兒團體保險條例
教育,國民教育,廢止,90058,九年國民教育實施條例
教育,國民教育,廢止,90060,國民學校法
教育,國民教育,廢止,90079,教育部國民教育輔導研究委員會組織條例
教育,國際文教,廢止,90073,統一中外地名譯文委員會組織條例
教育,學前教育,廢止,01719,幼稚教育法
教育,學前教育,現行,01783,教育部國民及學前教育署組織法
教育,學前教育,現行,05151,幼兒教育及照顧法
教育,學前教育,現行,07101,教保服務人員條例
教育,學生事務,廢止,01703,教育部訓育委員會組織條例
教育,學生事務,現行,01792,學生輔導法
教育,學生事務,現行,01795,教育部青年發展署組織法
教育,學生事務,現行,01799,各級學校扶助學生就學勸募條例
教育,師範教育,現行,01717,師資培育法
教育,師範教育,廢止,90045,師範學校法
教育,技職教育,現行,01714,專科學校法
教育,技職教育,廢止,01715,職業學校法
教育,技職教育,現行,01749,技術及職業教育法
教育,教育政務,現行,01017,教育部組織法
教育,教育政務,現行,01135,教育會法
教育,教育政務,廢止,01701,教育部教育研究委員會組織條例
教育,教育政務,廢止,01702,教育部學術審議委員會組織條例
教育,教育政務,廢止,01704,教育部國語推行委員會組織條例
教育,教育政務,廢止,01706,國立編譯館組織條例
教育,教育政務,現行,01721,私立學校法
教育,教育政務,廢止,01726,學校教職員退休條例
教育,教育政務,廢止,01727,私立學校教職員保險條例
教育,教育政務,廢止,01728,捐資興學褒獎條例
教育,教育政務,現行,01729,軍公教遺族就學費用優待條例
教育,教育政務,現行,01734,教師法
教育,教育政務,現行,01744,國立大學校院校務基金設置條例
教育,教育政務,現行,01747,教師待遇條例
教育,教育政務,現行,01754,教育經費編列與管理法
教育,教育政務,現行,01766,學校衛生法
教育,教育政務,現行,01770,國家教育研究院組織法
教育,教育政務,現行,01774,高級中等以下教育階段非學校型態實驗教育實施條例
教育,教育政務,現行,01780,學校法人及其所屬私立學校教職員退休撫卹離職資遣條例
教育,教育政務,現行,01790,學校型態實驗教育實施條例
教育,教育政務,現行,01796,公立高級中等以下學校委託私人辦理實驗教育條例
教育,教育政務,廢止,02413,國立教育廣播電臺組織條例
教育,教育政務,廢止,02414,國立教育廣播電臺分臺組織通則
教育,教育政務,現行,02421,國立教育廣播電臺組織法
教育,教育政務,現行,04630,教育人員任用條例
教育,教育政務,廢止,04648,學校教職員撫卹條例
教育,教育政務,現行,04692,公立學校教職員退休資遣撫卹條例
教育,教育政務,現行,07122,兒童及少年未來教育與發展帳戶條例
教育,教育政務,現行,07129,高級中等以下學校學生及教保服務機構幼兒團體保險條例
教育,教育政務,現行,07135,教育部所屬機構作業基金設置條例
教育,教育政務,現行,07202,國家重點領域產學合作及人才培育創新條例
教育,教育政策,現行,01730,國家語言發展法
教育,教育政策,現行,01741,教育基本法
教育,特殊教育,現行,01724,特殊教育法
教育,社會教育,廢止,01707,國立教育資料館組織條例
教育,社會教育,廢止,01708,國家圖書館組織條例
教育,社會教育,廢止,01710,國立臺灣科學教育館組織條例
教育,社會教育,現行,01712,空中大學設置條例
教育,社會教育,廢止,01722,社會教育法
教育,社會教育,現行,01723,補習及進修教育法
教育,社會教育,廢止,01736,國立中央圖書館臺灣分館組織條例
教育,社會教育,廢止,01737,國立臺灣藝術教育館組織條例
教育,社會教育,廢止,01738,國立自然科學博物館組織條例
教育,社會教育,廢止,01739,國立中正文化中心設置條例
教育,社會教育,現行,01740,藝術教育法
教育,社會教育,現行,01745,國立科學工藝博物館組織法
教育,社會教育,現行,01750,圖書館法
教育,社會教育,現行,01751,家庭教育法
教育,社會教育,現行,01756,國立海洋生物博物館組織法
教育,社會教育,現行,01765,終身學習法
教育,社會教育,現行,01773,性別平等教育法
教育,社會教育,現行,01784,國立公共資訊圖書館組織法
教育,社會教育,現行,01789,國家圖書館組織法
教育,社會教育,現行,01790,學校型態實驗教育實施條例
教育,社會教育,現行,01791,國立自然科學博物館組織法
教育,社會教育,現行,01793,國立臺灣科學教育館組織法
教育,社會教育,現行,01794,國立臺灣圖書館組織法
教育,社會教育,現行,01798,社區大學發展條例
教育,社會教育,現行,02905,博物館法
教育,社會教育,現行,02916,國立海洋科技博物館組織法
教育,社會教育,廢止,90104,國立北平圖書館組織條例
教育,社會教育,廢止,90105,國立蘭州圖書館組織條例
教育,社會教育,廢止,90106,國立甘肅科學教育館組織條例
教育,社會教育,廢止,90107,國立北平研究院組織條例
教育,體育,廢止,01049,行政院體育委員會組織條例
教育,體育,現行,01661,運動彩券發行條例
教育,體育,廢止,01700,教育部國民體育委員會組織條例
教育,體育,現行,01725,國民體育法
教育,體育,現行,01771,國家運動訓練中心設置條例
教育,體育,現行,01781,運動產業發展條例
教育,體育,現行,01782,教育部體育署組織法
教育,體育,廢止,90108,教育部國民體育委員會組織條例（民國34年）
教育,高等教育,廢止,01705,教育部醫學教育委員會組織條例
教育,高等教育,現行,01711,大學法
教育,高等教育,現行,01713,學位授予法
教育,高等教育,廢止,02550,國立中國醫藥研究所組織條例
教育,高等教育,現行,07202,國家重點領域產學合作及人才培育創新條例
教育,高等教育,廢止,90007,博士學位評定會組織條例
教育,高等教育,廢止,90009,名譽博士學位授予條例
文化觀光,傳播媒體,現行,01024,行政院新聞局組織條例
文化觀光,傳播媒體,現行,01063,國家通訊傳播委員會組織法
文化觀光,傳播媒體,現行,01091,文化部影視及流行音樂產業局組織法
文化觀光,傳播媒體,現行,02417,通訊傳播基本法
文化觀光,傳播媒體,現行,07118,電信管理法
文化觀光,出版,廢止,02402,出版法
文化觀光,出版,廢止,02403,出版獎助條例
文化觀光,文創發展,現行,08125,文化創意產業發展法
文化觀光,文化傳播,現行,07154,國家電影及視聽文化中心設置條例
文化觀光,文化傳播,現行,07182,國立臺灣文學館組織法
文化觀光,文化政務,廢止,01029,行政院文化建設委員會組織條例
文化觀光,文化政務,現行,01090,文化部組織法
文化觀光,文化政務,現行,01091,文化部影視及流行音樂產業局組織法
文化觀光,文化政務,現行,02902,文化藝術獎助條例
文化觀光,文化政務,現行,02903,國家文化藝術基金會設置條例
文化觀光,文化政務,現行,06059,文化內容策進院設置條例
文化觀光,文化政務,廢止,90080,教育部文化局組織條例
文化觀光,文化政策,現行,01730,國家語言發展法
文化觀光,文化政策,現行,08133,文化基本法
文化觀光,文化設施,現行,01035,國立故宮博物院組織法
文化觀光,文化設施,現行,01086,國家表演藝術中心設置條例
文化觀光,文化設施,現行,01092,國立國父紀念館組織法
文化觀光,文化設施,現行,01093,國立中正紀念堂管理處組織法
文化觀光,文化設施,現行,01094,國立歷史博物館組織法
文化觀光,文化設施,現行,01095,國立臺灣美術館組織法
文化觀光,文化設施,現行,01096,國立臺灣工藝研究發展中心組織法
文化觀光,文化設施,現行,01097,國立臺灣博物館組織法
文化觀光,文化設施,廢止,01709,國立歷史博物館組織條例
文化觀光,文化設施,廢止,01732,國立中正紀念堂管理處組織條例
文化觀光,文化設施,廢止,01733,國立國父紀念館組織條例
文化觀光,文化設施,現行,01785,國立傳統藝術中心組織法
文化觀光,文化設施,現行,02905,博物館法
文化觀光,文化設施,現行,02913,國立臺灣史前文化博物館組織法
文化觀光,文化設施,現行,07182,國立臺灣文學館組織法
文化觀光,文化設施,現行,07205,國立臺灣歷史博物館組織法
文化觀光,文化設施,廢止,90169,國立邊疆文化教育館組織條例
文化觀光,文化設施,停止適用,90174,國立北平故宮博物院組織條例
文化觀光,文化資產,現行,02901,文化資產保存法
文化觀光,文化資產,現行,02908,水下文化資產保存法
文化觀光,文化資產,現行,02911,文化部文化資產局組織法
文化觀光,文化資產,廢止,90025,中央古物保管委員會組織條例
文化觀光,文化資產,廢止,90066,古物保存法
文化觀光,藝術發展,現行,01086,國家表演藝術中心設置條例
文化觀光,藝術發展,現行,01091,文化部影視及流行音樂產業局組織法
文化觀光,藝術發展,廢止,01737,國立臺灣藝術教育館組織條例
文化觀光,藝術發展,現行,01740,藝術教育法
文化觀光,藝術發展,現行,02902,文化藝術獎助條例
文化觀光,藝術發展,現行,07154,國家電影及視聽文化中心設置條例
文化觀光,觀光,現行,01231,國家風景區管理處組織通則
文化觀光,觀光,現行,02003,交通部觀光局組織條例
文化觀光,觀光,現行,02018,發展觀光條例
文化觀光,觀光,現行,02076,溫泉法
文化觀光,觀光,現行,02085,交通部臺灣鐵路管理局餐旅服務總所組織條例
文化觀光,電影,現行,01091,文化部影視及流行音樂產業局組織法
文化觀光,電影,現行,02405,電影法
文化觀光,電影,現行,07154,國家電影及視聽文化中心設置條例
文化觀光,電影,廢止,90054,電影檢查法
文化觀光,電視廣播,現行,01091,文化部影視及流行音樂產業局組織法
文化觀光,電視廣播,現行,02406,廣播電視法
文化觀光,電視廣播,廢止,02407,廣播電視事業發展基金條例
文化觀光,電視廣播,現行,02409,有線廣播電視法
文化觀光,電視廣播,現行,02411,公共電視法
文化觀光,電視廣播,現行,02412,中央廣播電臺設置條例
文化觀光,電視廣播,廢止,02413,國立教育廣播電臺組織條例
文化觀光,電視廣播,廢止,02414,國立教育廣播電臺分臺組織通則
文化觀光,電視廣播,現行,02415,衛星廣播電視法
文化觀光,電視廣播,現行,02418,無線電視事業公股處理條例
文化觀光,電視廣播,現行,02421,國立教育廣播電臺組織法
文化觀光,電視廣播,廢止,05112,內政部警政署警察廣播電臺組織條例
文化觀光,電視廣播,現行,07154,國家電影及視聽文化中心設置條例
法務,人權保障,現行,01827,通訊保障及監察法
法務,人權保障,現行,01829,個人資料保護法
法務,人權保障,現行,01864,公民與政治權利國際公約及經濟社會文化權利國際公約施行法
法務,人權保障,現行,02528,人工生殖法
法務,人權保障,現行,02536,病人自主權利法
法務,人權保障,現行,02545,人類免疫缺乏病毒傳染防治及感染者權益保障條例
法務,人權保障,現行,02562,安寧緩和醫療條例
法務,人權保障,現行,04326,國家人權博物館組織法
法務,人權保障,現行,04716,監察院國家人權委員會組織法
法務,人權保障,現行,05145,漢生病病患人權保障及補償條例
法務,人權保障,現行,05152,人口販運防制法
法務,保護業務,現行,01234,兒童及少年性剝削防制條例
法務,保護業務,現行,01237,性侵害犯罪防治法
法務,保護業務,現行,01275,性騷擾防治法
法務,保護業務,現行,01818,更生保護法
法務,保護業務,現行,01834,犯罪被害人保護法
法務,保護業務,現行,01835,洗錢防制法
法務,保護業務,現行,01884,資恐防制法
法務,保護業務,現行,02596,油症患者健康照護服務條例
法務,保護業務,現行,04547,毒品危害防制條例
法務,保護業務,現行,04577,證人保護法
法務,保護業務,現行,04584,法律扶助法
法務,刑事,現行,01255,刑事案件確定後去氧核醣核酸鑑定條例
法務,刑事,現行,01814,羈押法
法務,刑事,廢止,04529,民事訴訟費用法
法務,刑事,現行,04530,民刑事訴訟卷宗滅失案件處理法
法務,刑事,現行,04536,中華民國刑法
法務,刑事,現行,04537,中華民國刑法施行法
法務,刑事,現行,04538,妨害國幣懲治條例
法務,刑事,現行,04539,妨害兵役治罪條例
法務,刑事,廢止,04540,妨害國家總動員懲罰暫行條例
法務,刑事,廢止,04541,懲治盜匪條例
法務,刑事,現行,04542,懲治走私條例
法務,刑事,廢止,04543,違反糧食管理治罪條例
法務,刑事,廢止,04544,懲治叛亂條例
法務,刑事,廢止,04545,戡亂時期檢肅匪諜條例
法務,刑事,現行,04546,殘害人群治罪條例
法務,刑事,現行,04547,毒品危害防制條例
法務,刑事,現行,04548,竊盜犯贓物犯保安處分條例
法務,刑事,廢止,04549,檢肅流氓條例
法務,刑事,現行,04550,少年事件處理法
法務,刑事,現行,04551,貪污治罪條例
法務,刑事,現行,04552,刑事訴訟法
法務,刑事,現行,04553,刑事訴訟法施行法
法務,刑事,現行,04554,提審法
法務,刑事,現行,04555,公設辯護人條例
法務,刑事,廢止,04560,中美共同防禦期間處理在華美軍人員刑事案件條例
法務,刑事,現行,04596,刑事妥速審判法
法務,刑事,現行,07128,國際刑事司法互助法
法務,刑事,廢止,90091,票據法施行法
法務,政風工作,現行,01047,法務部廉政署組織法
法務,政風工作,現行,01826,政風機構人員設置管理條例
法務,政風工作,現行,01865,聯合國反貪腐公約施行法
法務,政風工作,現行,04551,貪污治罪條例
法務,政風工作,廢止,90094,警察逃亡懲治條例
法務,檢察事務,現行,01237,性侵害犯罪防治法
法務,檢察事務,現行,01304,引渡法
法務,檢察事務,現行,01806,律師法
法務,檢察事務,現行,01808,外國法院委託事件協助法
法務,檢察事務,現行,01812,刑事補償法
法務,檢察事務,現行,01814,羈押法
法務,檢察事務,現行,01823,中華民國七十七年罪犯減刑條例
法務,檢察事務,現行,01875,跨國移交受刑人法
法務,檢察事務,現行,01884,資恐防制法
法務,檢察事務,現行,04555,公設辯護人條例
法務,檢察事務,現行,04556,調度司法警察條例
法務,檢察事務,現行,04557,赦免法
法務,檢察事務,現行,04558,中華民國六十年罪犯減刑條例
法務,檢察事務,現行,04559,中華民國六十四年罪犯減刑條例
法務,檢察事務,現行,04569,中華民國八十年罪犯減刑條例
法務,檢察事務,現行,04574,組織犯罪防制條例
法務,檢察事務,現行,04595,中華民國九十六年罪犯減刑條例
法務,檢察事務,現行,05152,人口販運防制法
法務,檢察事務,現行,07128,國際刑事司法互助法
法務,民事,現行,04507,民法第一編總則
法務,民事,現行,04508,民法總則施行法
法務,民事,現行,04509,民法第二編債
法務,民事,現行,04510,民法債編施行法
法務,民事,現行,04511,民法第三編物權
法務,民事,現行,04512,民法物權編施行法
法務,民事,現行,04513,民法第四編親屬
法務,民事,現行,04514,民法親屬編施行法
法務,民事,現行,04515,民法第五編繼承
法務,民事,現行,04516,民法繼承編施行法
法務,民事,現行,04518,票據法
法務,民事,現行,04521,動產擔保交易法
法務,民事,現行,04522,破產法
法務,民事,現行,04523,破產法施行法
法務,民事,現行,04525,公證法
法務,民事,現行,04526,提存法
法務,民事,現行,04527,民事訴訟法
法務,民事,現行,04528,民事訴訟法施行法
法務,民事,廢止,04529,民事訴訟費用法
法務,民事,現行,04530,民刑事訴訟卷宗滅失案件處理法
法務,民事,現行,04532,非訟事件法
法務,民事,現行,04583,家事事件法
法務,民事,廢止,04585,民事訴訟合意選定法官審判暫行條例
法務,民事,現行,04590,消費者債務清理條例
法務,民事,現行,07149,司法院釋字第七四八號解釋施行法
法務,民事,廢止,90085,公證費用法
法務,法務政務,現行,01018,法務部組織法
法務,法務政務,廢止,01803,法務部司法官訓練所組織條例
法務,法務政務,現行,01858,財團法人法
法務,法務政務,現行,01872,法務部司法官學院組織法
法務,法律事務,現行,01118,請願法
法務,法律事務,現行,01224,二二八事件處理及賠償條例
法務,法律事務,現行,01450,國軍軍事勤務致人民傷亡損害補償條例
法務,法律事務,現行,01509,財務罰鍰處理暫行條例
法務,法律事務,現行,01585,信託法
法務,法律事務,現行,01807,仲裁法
法務,法律事務,現行,01811,國家賠償法
法務,法律事務,現行,01812,刑事補償法
法務,法律事務,廢止,01813,罰金罰鍰提高標準條例
法務,法律事務,現行,01821,行政執行法
法務,法律事務,現行,01830,行政程序法
